userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000259772	LOC283710	uncharacterized LOC283710	283710	https://www.ncbi.nlm.nih.gov/gene/?term=283710
ENSG00000117600	PLPPR4	phospholipid phosphatase related 4	9890	https://www.ncbi.nlm.nih.gov/gene/?term=9890
ENSG00000112818	MEP1A	meprin A subunit alpha	4224	https://www.ncbi.nlm.nih.gov/gene/?term=4224
ENSG00000179455	MKRN3	makorin ring finger protein 3	7681	https://www.ncbi.nlm.nih.gov/gene/?term=7681
ENSG00000178233	TMEM151B	transmembrane protein 151B	441151	https://www.ncbi.nlm.nih.gov/gene/?term=441151
ENSG00000163009	C2orf48	chromosome 2 open reading frame 48	348738	https://www.ncbi.nlm.nih.gov/gene/?term=348738
ENSG00000273002	LOC107985209	uncharacterized LOC107985209	107985209	https://www.ncbi.nlm.nih.gov/gene/?term=107985209
ENSG00000205054	LINC01121	long intergenic non-protein coding RNA 1121	400952	https://www.ncbi.nlm.nih.gov/gene/?term=400952
ENSG00000270547	LINC01235	long intergenic non-protein coding RNA 1235	401492	https://www.ncbi.nlm.nih.gov/gene/?term=401492
ENSG00000197153	HIST1H3J	histone cluster 1 H3 family member j	8356	https://www.ncbi.nlm.nih.gov/gene/?term=8356
ENSG00000169427	KCNK9	potassium two pore domain channel subfamily K member 9	51305	https://www.ncbi.nlm.nih.gov/gene/?term=51305
ENSG00000182798	MAGEB17	MAGE family member B17	645864	https://www.ncbi.nlm.nih.gov/gene/?term=645864
ENSG00000177182	CLVS1	clavesin 1	157807	https://www.ncbi.nlm.nih.gov/gene/?term=157807
ENSG00000186417	GLDN	gliomedin	342035	https://www.ncbi.nlm.nih.gov/gene/?term=342035
ENSG00000163217	BMP10	bone morphogenetic protein 10	27302	https://www.ncbi.nlm.nih.gov/gene/?term=27302
ENSG00000171502	COL24A1	collagen type XXIV alpha 1 chain	255631	https://www.ncbi.nlm.nih.gov/gene/?term=255631
ENSG00000276903	HIST1H2AL	histone cluster 1 H2A family member l	8332	https://www.ncbi.nlm.nih.gov/gene/?term=8332
ENSG00000183117	CSMD1	CUB and Sushi multiple domains 1	64478	https://www.ncbi.nlm.nih.gov/gene/?term=64478
ENSG00000131142	CCL25	C-C motif chemokine ligand 25	6370	https://www.ncbi.nlm.nih.gov/gene/?term=6370
ENSG00000183091	NEB	nebulin	4703	https://www.ncbi.nlm.nih.gov/gene/?term=4703
ENSG00000261594	TPBGL	trophoblast glycoprotein like	100507050	https://www.ncbi.nlm.nih.gov/gene/?term=100507050
ENSG00000184357	HIST1H1B	histone cluster 1 H1 family member b	3009	https://www.ncbi.nlm.nih.gov/gene/?term=3009
ENSG00000006118	TMEM132A	transmembrane protein 132A	54972	https://www.ncbi.nlm.nih.gov/gene/?term=54972
ENSG00000077522	ACTN2	actinin alpha 2	88	https://www.ncbi.nlm.nih.gov/gene/?term=88
ENSG00000186051	TAL2	TAL bHLH transcription factor 2	6887	https://www.ncbi.nlm.nih.gov/gene/?term=6887
ENSG00000236751	LINC01186	long intergenic non-protein coding RNA 1186	101927574	https://www.ncbi.nlm.nih.gov/gene/?term=101927574
ENSG00000137558	PI15	peptidase inhibitor 15	51050	https://www.ncbi.nlm.nih.gov/gene/?term=51050
ENSG00000182759	MAFA	MAF bZIP transcription factor A	389692	https://www.ncbi.nlm.nih.gov/gene/?term=389692
ENSG00000120262	CCDC170	coiled-coil domain containing 170	80129	https://www.ncbi.nlm.nih.gov/gene/?term=80129
ENSG00000163914	RHO	rhodopsin	6010	https://www.ncbi.nlm.nih.gov/gene/?term=6010
ENSG00000178623	GPR35	G protein-coupled receptor 35	2859	https://www.ncbi.nlm.nih.gov/gene/?term=2859
ENSG00000088340	FER1L4	fer-1 like family member 4, pseudogene	80307	https://www.ncbi.nlm.nih.gov/gene/?term=80307
ENSG00000148795	CYP17A1	cytochrome P450 family 17 subfamily A member 1	1586	https://www.ncbi.nlm.nih.gov/gene/?term=1586
ENSG00000063015	SEZ6	seizure related 6 homolog	124925	https://www.ncbi.nlm.nih.gov/gene/?term=124925
ENSG00000112379	ARFGEF3	ARFGEF family member 3	57221	https://www.ncbi.nlm.nih.gov/gene/?term=57221
ENSG00000096088	PGC	progastricsin	5225	https://www.ncbi.nlm.nih.gov/gene/?term=5225
ENSG00000254338	MAFA-AS1	MAFA antisense RNA 1	104326051	https://www.ncbi.nlm.nih.gov/gene/?term=104326051
ENSG00000176076	KCNE5	potassium voltage-gated channel subfamily E regulatory subunit 5	23630	https://www.ncbi.nlm.nih.gov/gene/?term=23630
ENSG00000269416	LINC01224	long intergenic non-protein coding RNA 1224	104472717	https://www.ncbi.nlm.nih.gov/gene/?term=104472717
ENSG00000105889	STEAP1B	STEAP family member 1B	256227	https://www.ncbi.nlm.nih.gov/gene/?term=256227
ENSG00000105889	LOC401312	uncharacterized LOC401312	401312	https://www.ncbi.nlm.nih.gov/gene/?term=401312
ENSG00000154277	UCHL1	ubiquitin C-terminal hydrolase L1	7345	https://www.ncbi.nlm.nih.gov/gene/?term=7345
ENSG00000204956	PCDHGA1	protocadherin gamma subfamily A, 1	56114	https://www.ncbi.nlm.nih.gov/gene/?term=56114
ENSG00000100253	MIOX	myo-inositol oxygenase	55586	https://www.ncbi.nlm.nih.gov/gene/?term=55586
ENSG00000204335	SP5	Sp5 transcription factor	389058	https://www.ncbi.nlm.nih.gov/gene/?term=389058
ENSG00000141314	RHBDL3	rhomboid like 3	162494	https://www.ncbi.nlm.nih.gov/gene/?term=162494
ENSG00000128645	HOXD1	homeobox D1	3231	https://www.ncbi.nlm.nih.gov/gene/?term=3231
ENSG00000237380	HOXD-AS2	HOXD cluster antisense RNA 2	100506783	https://www.ncbi.nlm.nih.gov/gene/?term=100506783
ENSG00000135097	MSI1	musashi RNA binding protein 1	4440	https://www.ncbi.nlm.nih.gov/gene/?term=4440
ENSG00000203706	SERTAD4-AS1	SERTAD4 antisense RNA 1	574036	https://www.ncbi.nlm.nih.gov/gene/?term=574036
ENSG00000138587	MNS1	meiosis specific nuclear structural 1	55329	https://www.ncbi.nlm.nih.gov/gene/?term=55329
ENSG00000158887	MPZ	myelin protein zero	4359	https://www.ncbi.nlm.nih.gov/gene/?term=4359
ENSG00000100739	BDKRB1	bradykinin receptor B1	623	https://www.ncbi.nlm.nih.gov/gene/?term=623
ENSG00000134668	SPOCD1	SPOC domain containing 1	90853	https://www.ncbi.nlm.nih.gov/gene/?term=90853
ENSG00000174938	SEZ6L2	seizure related 6 homolog like 2	26470	https://www.ncbi.nlm.nih.gov/gene/?term=26470
ENSG00000266835	GAPLINC	gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA	100505592	https://www.ncbi.nlm.nih.gov/gene/?term=100505592
ENSG00000154678	PDE1C	phosphodiesterase 1C	5137	https://www.ncbi.nlm.nih.gov/gene/?term=5137
ENSG00000103888	CEMIP	cell migration inducing hyaluronidase 1	57214	https://www.ncbi.nlm.nih.gov/gene/?term=57214
ENSG00000129159	KCNC1	potassium voltage-gated channel subfamily C member 1	3746	https://www.ncbi.nlm.nih.gov/gene/?term=3746
ENSG00000130477	UNC13A	unc-13 homolog A	23025	https://www.ncbi.nlm.nih.gov/gene/?term=23025
ENSG00000177679	SRRM3	serine/arginine repetitive matrix 3	222183	https://www.ncbi.nlm.nih.gov/gene/?term=222183
ENSG00000255624	LOC399815	chromosome 10 open reading frame 88 pseudogene	399815	https://www.ncbi.nlm.nih.gov/gene/?term=399815
ENSG00000235098	ANKRD65	ankyrin repeat domain 65	441869	https://www.ncbi.nlm.nih.gov/gene/?term=441869
ENSG00000165078	CPA6	carboxypeptidase A6	57094	https://www.ncbi.nlm.nih.gov/gene/?term=57094
ENSG00000182912	TSPEAR-AS2	TSPEAR antisense RNA 2	114043	https://www.ncbi.nlm.nih.gov/gene/?term=114043
ENSG00000066230	SLC9A3	solute carrier family 9 member A3	6550	https://www.ncbi.nlm.nih.gov/gene/?term=6550
ENSG00000011332	DPF1	double PHD fingers 1	8193	https://www.ncbi.nlm.nih.gov/gene/?term=8193
ENSG00000130720	FIBCD1	fibrinogen C domain containing 1	84929	https://www.ncbi.nlm.nih.gov/gene/?term=84929
ENSG00000100373	UPK3A	uroplakin 3A	7380	https://www.ncbi.nlm.nih.gov/gene/?term=7380
ENSG00000088836	SLC4A11	solute carrier family 4 member 11	83959	https://www.ncbi.nlm.nih.gov/gene/?term=83959
ENSG00000203985	LDLRAD1	low density lipoprotein receptor class A domain containing 1	388633	https://www.ncbi.nlm.nih.gov/gene/?term=388633
ENSG00000163352	LENEP	lens epithelial protein	55891	https://www.ncbi.nlm.nih.gov/gene/?term=55891
ENSG00000167971	CASKIN1	CASK interacting protein 1	57524	https://www.ncbi.nlm.nih.gov/gene/?term=57524
ENSG00000227733	LOC101927468	uncharacterized LOC101927468	101927468	https://www.ncbi.nlm.nih.gov/gene/?term=101927468
ENSG00000198569	SLC34A3	solute carrier family 34 member 3	142680	https://www.ncbi.nlm.nih.gov/gene/?term=142680
ENSG00000159556	ISL2	ISL LIM homeobox 2	64843	https://www.ncbi.nlm.nih.gov/gene/?term=64843
ENSG00000188032	C19orf67	chromosome 19 open reading frame 67	646457	https://www.ncbi.nlm.nih.gov/gene/?term=646457
ENSG00000177508	IRX3	iroquois homeobox 3	79191	https://www.ncbi.nlm.nih.gov/gene/?term=79191
ENSG00000171931	FBXW10	F-box and WD repeat domain containing 10	10517	https://www.ncbi.nlm.nih.gov/gene/?term=10517
ENSG00000243944	LOC105374313	uncharacterized LOC105374313	105374313	https://www.ncbi.nlm.nih.gov/gene/?term=105374313
ENSG00000100206	DMC1	DNA meiotic recombinase 1	11144	https://www.ncbi.nlm.nih.gov/gene/?term=11144
ENSG00000223802	GDF1	growth differentiation factor 1	2657	https://www.ncbi.nlm.nih.gov/gene/?term=2657
ENSG00000223802	CERS1	ceramide synthase 1	10715	https://www.ncbi.nlm.nih.gov/gene/?term=10715
ENSG00000263761	GDF2	growth differentiation factor 2	2658	https://www.ncbi.nlm.nih.gov/gene/?term=2658
ENSG00000138100	TRIM54	tripartite motif containing 54	57159	https://www.ncbi.nlm.nih.gov/gene/?term=57159
ENSG00000149488	TMC2	transmembrane channel like 2	117532	https://www.ncbi.nlm.nih.gov/gene/?term=117532
ENSG00000144045	DQX1	DEAQ-box RNA dependent ATPase 1	165545	https://www.ncbi.nlm.nih.gov/gene/?term=165545
ENSG00000178882	RFLNA	refilin A	144347	https://www.ncbi.nlm.nih.gov/gene/?term=144347
ENSG00000178882	ZNF664-RFLNA	ZNF664-RFLNA readthrough	100533183	https://www.ncbi.nlm.nih.gov/gene/?term=100533183
ENSG00000126856	PRDM7	PR/SET domain 7	11105	https://www.ncbi.nlm.nih.gov/gene/?term=11105
ENSG00000248265	FLJ12825	uncharacterized LOC440101	440101	https://www.ncbi.nlm.nih.gov/gene/?term=440101
ENSG00000251138	LOC100507377	uncharacterized LOC100507377	100507377	https://www.ncbi.nlm.nih.gov/gene/?term=100507377
ENSG00000174672	BRSK2	BR serine/threonine kinase 2	9024	https://www.ncbi.nlm.nih.gov/gene/?term=9024
ENSG00000107984	DKK1	dickkopf WNT signaling pathway inhibitor 1	22943	https://www.ncbi.nlm.nih.gov/gene/?term=22943
ENSG00000254233	LINC02365	long intergenic non-protein coding RNA 2365	105377586	https://www.ncbi.nlm.nih.gov/gene/?term=105377586
ENSG00000105880	DLX5	distal-less homeobox 5	1749	https://www.ncbi.nlm.nih.gov/gene/?term=1749
ENSG00000102385	DRP2	dystrophin related protein 2	1821	https://www.ncbi.nlm.nih.gov/gene/?term=1821
ENSG00000139219	COL2A1	collagen type II alpha 1 chain	1280	https://www.ncbi.nlm.nih.gov/gene/?term=1280
ENSG00000053524	MCF2L2	MCF.2 cell line derived transforming sequence-like 2	23101	https://www.ncbi.nlm.nih.gov/gene/?term=23101
ENSG00000160678	S100A1	S100 calcium binding protein A1	6271	https://www.ncbi.nlm.nih.gov/gene/?term=6271
ENSG00000235770	LINC00607	long intergenic non-protein coding RNA 607	646324	https://www.ncbi.nlm.nih.gov/gene/?term=646324
ENSG00000114854	TNNC1	troponin C1, slow skeletal and cardiac type	7134	https://www.ncbi.nlm.nih.gov/gene/?term=7134
ENSG00000267201	LINC01775	long intergenic non-protein coding RNA 1775	101928602	https://www.ncbi.nlm.nih.gov/gene/?term=101928602
ENSG00000174599	TRAM1L1	translocation associated membrane protein 1 like 1	133022	https://www.ncbi.nlm.nih.gov/gene/?term=133022
ENSG00000142513	ACP4	acid phosphatase 4	93650	https://www.ncbi.nlm.nih.gov/gene/?term=93650
ENSG00000138161	CUZD1	CUB and zona pellucida like domains 1	50624	https://www.ncbi.nlm.nih.gov/gene/?term=50624
ENSG00000138161	FAM24B-CUZD1	FAM24B-CUZD1 readthrough	100533195	https://www.ncbi.nlm.nih.gov/gene/?term=100533195
ENSG00000183010	PYCR1	pyrroline-5-carboxylate reductase 1	5831	https://www.ncbi.nlm.nih.gov/gene/?term=5831
ENSG00000073067	CYP2W1	cytochrome P450 family 2 subfamily W member 1	54905	https://www.ncbi.nlm.nih.gov/gene/?term=54905
ENSG00000105290	APLP1	amyloid beta precursor like protein 1	333	https://www.ncbi.nlm.nih.gov/gene/?term=333
ENSG00000214725	CDIPTOSP	CDIP transferase opposite strand, pseudogene	440356	https://www.ncbi.nlm.nih.gov/gene/?term=440356
ENSG00000162931	TRIM17	tripartite motif containing 17	51127	https://www.ncbi.nlm.nih.gov/gene/?term=51127
ENSG00000152669	CCNO	cyclin O	10309	https://www.ncbi.nlm.nih.gov/gene/?term=10309
ENSG00000232527	LOC107985200	uncharacterized LOC107985200	107985200	https://www.ncbi.nlm.nih.gov/gene/?term=107985200
ENSG00000261192	RNF126P1	ring finger protein 126 pseudogene 1	376412	https://www.ncbi.nlm.nih.gov/gene/?term=376412
ENSG00000186897	C1QL4	complement C1q like 4	338761	https://www.ncbi.nlm.nih.gov/gene/?term=338761
ENSG00000248323	LUCAT1	lung cancer associated transcript 1	100505994	https://www.ncbi.nlm.nih.gov/gene/?term=100505994
ENSG00000171951	SCG2	secretogranin II	7857	https://www.ncbi.nlm.nih.gov/gene/?term=7857
ENSG00000158008	EXTL1	exostosin like glycosyltransferase 1	2134	https://www.ncbi.nlm.nih.gov/gene/?term=2134
ENSG00000211448	DIO2	iodothyronine deiodinase 2	1734	https://www.ncbi.nlm.nih.gov/gene/?term=1734
ENSG00000137869	CYP19A1	cytochrome P450 family 19 subfamily A member 1	1588	https://www.ncbi.nlm.nih.gov/gene/?term=1588
ENSG00000102174	PHEX	phosphate regulating endopeptidase homolog X-linked	5251	https://www.ncbi.nlm.nih.gov/gene/?term=5251
ENSG00000242866	STRC	stereocilin	161497	https://www.ncbi.nlm.nih.gov/gene/?term=161497
ENSG00000126733	DACH2	dachshund family transcription factor 2	117154	https://www.ncbi.nlm.nih.gov/gene/?term=117154
ENSG00000128710	HOXD10	homeobox D10	3236	https://www.ncbi.nlm.nih.gov/gene/?term=3236
ENSG00000178217	SH2D4B	SH2 domain containing 4B	387694	https://www.ncbi.nlm.nih.gov/gene/?term=387694
ENSG00000174844	DNAH12	dynein axonemal heavy chain 12	201625	https://www.ncbi.nlm.nih.gov/gene/?term=201625
ENSG00000185046	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	56899	https://www.ncbi.nlm.nih.gov/gene/?term=56899
ENSG00000262179	MYMX	myomixer, myoblast fusion factor	101929726	https://www.ncbi.nlm.nih.gov/gene/?term=101929726
ENSG00000058335	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1	5923	https://www.ncbi.nlm.nih.gov/gene/?term=5923
ENSG00000168779	SHOX2	short stature homeobox 2	6474	https://www.ncbi.nlm.nih.gov/gene/?term=6474
ENSG00000249715	FER1L5	fer-1 like family member 5	90342	https://www.ncbi.nlm.nih.gov/gene/?term=90342
ENSG00000228714	LOC101928775	uncharacterized LOC101928775	101928775	https://www.ncbi.nlm.nih.gov/gene/?term=101928775
ENSG00000183837	PNMA3	PNMA family member 3	29944	https://www.ncbi.nlm.nih.gov/gene/?term=29944
ENSG00000078098	FAP	fibroblast activation protein alpha	2191	https://www.ncbi.nlm.nih.gov/gene/?term=2191
ENSG00000112852	PCDHB2	protocadherin beta 2	56133	https://www.ncbi.nlm.nih.gov/gene/?term=56133
ENSG00000132026	RTBDN	retbindin	83546	https://www.ncbi.nlm.nih.gov/gene/?term=83546
ENSG00000126752	SSX1	SSX family member 1	6756	https://www.ncbi.nlm.nih.gov/gene/?term=6756
ENSG00000088992	TESC	tescalcin	54997	https://www.ncbi.nlm.nih.gov/gene/?term=54997
ENSG00000151789	ZNF385D	zinc finger protein 385D	79750	https://www.ncbi.nlm.nih.gov/gene/?term=79750
ENSG00000091128	LAMB4	laminin subunit beta 4	22798	https://www.ncbi.nlm.nih.gov/gene/?term=22798
ENSG00000235162	C12orf75	chromosome 12 open reading frame 75	387882	https://www.ncbi.nlm.nih.gov/gene/?term=387882
ENSG00000105642	KCNN1	potassium calcium-activated channel subfamily N member 1	3780	https://www.ncbi.nlm.nih.gov/gene/?term=3780
ENSG00000238062	SPATA3-AS1	SPATA3 antisense RNA 1 (head to head)	348761	https://www.ncbi.nlm.nih.gov/gene/?term=348761
ENSG00000135773	CAPN9	calpain 9	10753	https://www.ncbi.nlm.nih.gov/gene/?term=10753
ENSG00000113763	UNC5A	unc-5 netrin receptor A	90249	https://www.ncbi.nlm.nih.gov/gene/?term=90249
ENSG00000006016	CRLF1	cytokine receptor like factor 1	9244	https://www.ncbi.nlm.nih.gov/gene/?term=9244
ENSG00000140807	NKD1	NKD1, WNT signaling pathway inhibitor	85407	https://www.ncbi.nlm.nih.gov/gene/?term=85407
ENSG00000181072	CHRM2	cholinergic receptor muscarinic 2	1129	https://www.ncbi.nlm.nih.gov/gene/?term=1129
ENSG00000168955	TM4SF20	transmembrane 4 L six family member 20	79853	https://www.ncbi.nlm.nih.gov/gene/?term=79853
ENSG00000168065	SLC22A11	solute carrier family 22 member 11	55867	https://www.ncbi.nlm.nih.gov/gene/?term=55867
ENSG00000254349	MIR2052HG	MIR2052 host gene	441355	https://www.ncbi.nlm.nih.gov/gene/?term=441355
ENSG00000130643	CALY	calcyon neuron specific vesicular protein	50632	https://www.ncbi.nlm.nih.gov/gene/?term=50632
ENSG00000176490	DIRAS1	DIRAS family GTPase 1	148252	https://www.ncbi.nlm.nih.gov/gene/?term=148252
ENSG00000069812	HES2	hes family bHLH transcription factor 2	54626	https://www.ncbi.nlm.nih.gov/gene/?term=54626
ENSG00000213973	ZNF99	zinc finger protein 99	7652	https://www.ncbi.nlm.nih.gov/gene/?term=7652
ENSG00000175426	PCSK1	proprotein convertase subtilisin/kexin type 1	5122	https://www.ncbi.nlm.nih.gov/gene/?term=5122
ENSG00000189377	CXCL17	C-X-C motif chemokine ligand 17	284340	https://www.ncbi.nlm.nih.gov/gene/?term=284340
ENSG00000046774	MAGEC2	MAGE family member C2	51438	https://www.ncbi.nlm.nih.gov/gene/?term=51438
ENSG00000246876	LINC02466	long intergenic non-protein coding RNA 2466	101927282	https://www.ncbi.nlm.nih.gov/gene/?term=101927282
ENSG00000203697	CAPN8	calpain 8	388743	https://www.ncbi.nlm.nih.gov/gene/?term=388743
ENSG00000112559	MDFI	MyoD family inhibitor	4188	https://www.ncbi.nlm.nih.gov/gene/?term=4188
ENSG00000242265	PEG10	paternally expressed 10	23089	https://www.ncbi.nlm.nih.gov/gene/?term=23089
ENSG00000233198	RNF224	ring finger protein 224	643596	https://www.ncbi.nlm.nih.gov/gene/?term=643596
ENSG00000160973	FOXH1	forkhead box H1	8928	https://www.ncbi.nlm.nih.gov/gene/?term=8928
ENSG00000197472	ZNF695	zinc finger protein 695	57116	https://www.ncbi.nlm.nih.gov/gene/?term=57116
ENSG00000186510	CLCNKA	chloride voltage-gated channel Ka	1187	https://www.ncbi.nlm.nih.gov/gene/?term=1187
ENSG00000145040	UCN2	urocortin 2	90226	https://www.ncbi.nlm.nih.gov/gene/?term=90226
ENSG00000108602	ALDH3A1	aldehyde dehydrogenase 3 family member A1	218	https://www.ncbi.nlm.nih.gov/gene/?term=218
ENSG00000142449	FBN3	fibrillin 3	84467	https://www.ncbi.nlm.nih.gov/gene/?term=84467
ENSG00000133216	EPHB2	EPH receptor B2	2048	https://www.ncbi.nlm.nih.gov/gene/?term=2048
ENSG00000170819	BFSP2	beaded filament structural protein 2	8419	https://www.ncbi.nlm.nih.gov/gene/?term=8419
ENSG00000103742	IGDCC4	immunoglobulin superfamily DCC subclass member 4	57722	https://www.ncbi.nlm.nih.gov/gene/?term=57722
ENSG00000137868	STRA6	stimulated by retinoic acid 6	64220	https://www.ncbi.nlm.nih.gov/gene/?term=64220
ENSG00000167080	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2	124872	https://www.ncbi.nlm.nih.gov/gene/?term=124872
ENSG00000258525	LOC100506071	uncharacterized LOC100506071	100506071	https://www.ncbi.nlm.nih.gov/gene/?term=100506071
ENSG00000230873	STMND1	stathmin domain containing 1	401236	https://www.ncbi.nlm.nih.gov/gene/?term=401236
ENSG00000170323	FABP4	fatty acid binding protein 4	2167	https://www.ncbi.nlm.nih.gov/gene/?term=2167
ENSG00000170516	COX7B2	cytochrome c oxidase subunit 7B2	170712	https://www.ncbi.nlm.nih.gov/gene/?term=170712
ENSG00000174498	IGDCC3	immunoglobulin superfamily DCC subclass member 3	9543	https://www.ncbi.nlm.nih.gov/gene/?term=9543
ENSG00000196155	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4	25894	https://www.ncbi.nlm.nih.gov/gene/?term=25894
ENSG00000178773	CPNE7	copine 7	27132	https://www.ncbi.nlm.nih.gov/gene/?term=27132
ENSG00000131650	KREMEN2	kringle containing transmembrane protein 2	79412	https://www.ncbi.nlm.nih.gov/gene/?term=79412
ENSG00000130876	SLC7A10	solute carrier family 7 member 10	56301	https://www.ncbi.nlm.nih.gov/gene/?term=56301
ENSG00000121753	ADGRB2	adhesion G protein-coupled receptor B2	576	https://www.ncbi.nlm.nih.gov/gene/?term=576
ENSG00000127743	IL17B	interleukin 17B	27190	https://www.ncbi.nlm.nih.gov/gene/?term=27190
ENSG00000128591	FLNC	filamin C	2318	https://www.ncbi.nlm.nih.gov/gene/?term=2318
ENSG00000167653	PSCA	prostate stem cell antigen	8000	https://www.ncbi.nlm.nih.gov/gene/?term=8000
ENSG00000269289	LOC100505851	uncharacterized LOC100505851	100505851	https://www.ncbi.nlm.nih.gov/gene/?term=100505851
ENSG00000164764	SBSPON	somatomedin B and thrombospondin type 1 domain containing	157869	https://www.ncbi.nlm.nih.gov/gene/?term=157869
ENSG00000182667	NTM	neurotrimin	50863	https://www.ncbi.nlm.nih.gov/gene/?term=50863
ENSG00000166143	PPP1R14D	protein phosphatase 1 regulatory inhibitor subunit 14D	54866	https://www.ncbi.nlm.nih.gov/gene/?term=54866
ENSG00000225548	LINC01980	long intergenic non-protein coding RNA 1980	105377007	https://www.ncbi.nlm.nih.gov/gene/?term=105377007
ENSG00000249550	LINC01234	long intergenic non-protein coding RNA 1234	100506465	https://www.ncbi.nlm.nih.gov/gene/?term=100506465
ENSG00000236366	LOC153910	uncharacterized LOC153910	153910	https://www.ncbi.nlm.nih.gov/gene/?term=153910
ENSG00000260386	LINC01225	LINC01225 pseudogene	149086	https://www.ncbi.nlm.nih.gov/gene/?term=149086
ENSG00000029559	IBSP	integrin binding sialoprotein	3381	https://www.ncbi.nlm.nih.gov/gene/?term=3381
ENSG00000167332	OR51E2	olfactory receptor family 51 subfamily E member 2	81285	https://www.ncbi.nlm.nih.gov/gene/?term=81285
ENSG00000115386	REG1A	regenerating family member 1 alpha	5967	https://www.ncbi.nlm.nih.gov/gene/?term=5967
ENSG00000278811	LINC00624	long intergenic non-protein coding RNA 624	100289211	https://www.ncbi.nlm.nih.gov/gene/?term=100289211
ENSG00000267053	LOC100134317	uncharacterized LOC100134317	100134317	https://www.ncbi.nlm.nih.gov/gene/?term=100134317
ENSG00000167434	CA4	carbonic anhydrase 4	762	https://www.ncbi.nlm.nih.gov/gene/?term=762
ENSG00000179083	FAM133A	family with sequence similarity 133 member A	286499	https://www.ncbi.nlm.nih.gov/gene/?term=286499
ENSG00000268119	LOC105372321	uncharacterized LOC105372321	105372321	https://www.ncbi.nlm.nih.gov/gene/?term=105372321
ENSG00000145198	VWA5B2	von Willebrand factor A domain containing 5B2	90113	https://www.ncbi.nlm.nih.gov/gene/?term=90113
ENSG00000249628	LINC00942	long intergenic non-protein coding RNA 942	100292680	https://www.ncbi.nlm.nih.gov/gene/?term=100292680
ENSG00000100604	CHGA	chromogranin A	1113	https://www.ncbi.nlm.nih.gov/gene/?term=1113
ENSG00000185818	NAT8L	N-acetyltransferase 8 like	339983	https://www.ncbi.nlm.nih.gov/gene/?term=339983
ENSG00000159409	CELF3	CUGBP Elav-like family member 3	11189	https://www.ncbi.nlm.nih.gov/gene/?term=11189
ENSG00000169436	COL22A1	collagen type XXII alpha 1 chain	169044	https://www.ncbi.nlm.nih.gov/gene/?term=169044
ENSG00000147509	RGS20	regulator of G protein signaling 20	8601	https://www.ncbi.nlm.nih.gov/gene/?term=8601
ENSG00000185674	LYG2	lysozyme g2	254773	https://www.ncbi.nlm.nih.gov/gene/?term=254773
ENSG00000180806	HOXC9	homeobox C9	3225	https://www.ncbi.nlm.nih.gov/gene/?term=3225
ENSG00000234722	LINC01287	long intergenic non-protein coding RNA 1287	103724390	https://www.ncbi.nlm.nih.gov/gene/?term=103724390
ENSG00000241322	CDRT1	CMT1A duplicated region transcript 1	374286	https://www.ncbi.nlm.nih.gov/gene/?term=374286
ENSG00000137251	TINAG	tubulointerstitial nephritis antigen	27283	https://www.ncbi.nlm.nih.gov/gene/?term=27283
ENSG00000079393	DUSP13	dual specificity phosphatase 13	51207	https://www.ncbi.nlm.nih.gov/gene/?term=51207
ENSG00000266976	LOC102724908	uncharacterized LOC102724908	102724908	https://www.ncbi.nlm.nih.gov/gene/?term=102724908
ENSG00000144355	DLX1	distal-less homeobox 1	1745	https://www.ncbi.nlm.nih.gov/gene/?term=1745
ENSG00000143195	ILDR2	immunoglobulin like domain containing receptor 2	387597	https://www.ncbi.nlm.nih.gov/gene/?term=387597
ENSG00000183196	CHST6	carbohydrate sulfotransferase 6	4166	https://www.ncbi.nlm.nih.gov/gene/?term=4166
ENSG00000113249	HAVCR1	hepatitis A virus cellular receptor 1	26762	https://www.ncbi.nlm.nih.gov/gene/?term=26762
ENSG00000273297	LOC105375519	uncharacterized LOC105375519	105375519	https://www.ncbi.nlm.nih.gov/gene/?term=105375519
ENSG00000257842	LINC02588	long intergenic non-protein coding RNA 2588	102725045	https://www.ncbi.nlm.nih.gov/gene/?term=102725045
ENSG00000231566	LINC02595	long intergenic non-protein coding RNA 2595	401585	https://www.ncbi.nlm.nih.gov/gene/?term=401585
ENSG00000240204	SMKR1	small lysine rich protein 1	100287482	https://www.ncbi.nlm.nih.gov/gene/?term=100287482
ENSG00000145536	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	170690	https://www.ncbi.nlm.nih.gov/gene/?term=170690
ENSG00000226673	LINC01108	long intergenic non-protein coding RNA 1108	102216342	https://www.ncbi.nlm.nih.gov/gene/?term=102216342
ENSG00000146857	STRA8	stimulated by retinoic acid 8	346673	https://www.ncbi.nlm.nih.gov/gene/?term=346673
ENSG00000130598	TNNI2	troponin I2, fast skeletal type	7136	https://www.ncbi.nlm.nih.gov/gene/?term=7136
ENSG00000237686	LOC101929705	uncharacterized LOC101929705	101929705	https://www.ncbi.nlm.nih.gov/gene/?term=101929705
ENSG00000155980	KIF5A	kinesin family member 5A	3798	https://www.ncbi.nlm.nih.gov/gene/?term=3798
